model,folder,instance_id,source,system_messages,user_messages,assistant_messages,tool_messages,other_messages,other_roles,total_messages,api_calls,cost
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-10097,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-10097/django__django-10097.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.2340063
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-10554,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-10554/django__django-10554.traj.json,1,1,72,71,1,"{""exit"": 1}",146,72,0.5971568499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-10880,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-10880/django__django-10880.traj.json,1,1,39,38,1,"{""exit"": 1}",80,39,0.25316295000000005
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-10914,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-10914/django__django-10914.traj.json,1,1,60,59,1,"{""exit"": 1}",122,60,0.3632210999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-10973,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-10973/django__django-10973.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.18428645000000005
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-10999,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-10999/django__django-10999.traj.json,1,1,35,34,1,"{""exit"": 1}",72,35,0.23652184999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11066,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11066/django__django-11066.traj.json,1,1,36,35,1,"{""exit"": 1}",74,36,0.22262710000000002
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11087,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11087/django__django-11087.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.4500271
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11095,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11095/django__django-11095.traj.json,1,1,65,64,1,"{""exit"": 1}",132,65,0.41576565
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11099,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11099/django__django-11099.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.1917173
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11119,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11119/django__django-11119.traj.json,1,1,48,47,1,"{""exit"": 1}",98,48,0.254126
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11133,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11133/django__django-11133.traj.json,1,1,50,49,1,"{""exit"": 1}",102,50,0.31098985
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11138,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11138/django__django-11138.traj.json,1,1,93,92,1,"{""exit"": 1}",188,93,0.5599796000000002
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11141,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11141/django__django-11141.traj.json,1,1,80,79,1,"{""exit"": 1}",162,80,0.5210670000000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11149,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11149/django__django-11149.traj.json,1,1,33,32,1,"{""exit"": 1}",68,33,0.23857270000000005
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11163,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11163/django__django-11163.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.2985259
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11179,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11179/django__django-11179.traj.json,1,1,41,40,1,"{""exit"": 1}",84,41,0.20671620000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11206,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11206/django__django-11206.traj.json,1,1,32,31,1,"{""exit"": 1}",66,32,0.26926265
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11211,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11211/django__django-11211.traj.json,1,1,87,86,1,"{""exit"": 1}",176,87,0.49792375000000016
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11239,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11239/django__django-11239.traj.json,1,1,32,31,1,"{""exit"": 1}",66,32,0.18442985
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11265,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11265/django__django-11265.traj.json,1,1,54,53,1,"{""exit"": 1}",110,54,0.3355493499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11276,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11276/django__django-11276.traj.json,1,1,96,95,1,"{""exit"": 1}",194,96,0.52335845
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11292,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11292/django__django-11292.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.3938129
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11299,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11299/django__django-11299.traj.json,1,1,45,44,1,"{""exit"": 1}",92,45,0.2807304499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11333,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11333/django__django-11333.traj.json,1,1,50,49,1,"{""exit"": 1}",102,50,0.27993865000000007
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11400,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11400/django__django-11400.traj.json,1,1,50,49,1,"{""exit"": 1}",102,50,0.29799985
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11433,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11433/django__django-11433.traj.json,1,1,67,66,1,"{""exit"": 1}",136,67,0.4915722
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11451,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11451/django__django-11451.traj.json,1,1,31,30,1,"{""exit"": 1}",64,31,0.18603094999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11477,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11477/django__django-11477.traj.json,1,1,57,56,1,"{""exit"": 1}",116,57,0.3206328
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11490,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11490/django__django-11490.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.38759754999999996
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11532,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11532/django__django-11532.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.26747294999999993
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11551,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11551/django__django-11551.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.23105644999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11555,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11555/django__django-11555.traj.json,1,1,50,49,1,"{""exit"": 1}",102,50,0.33706889999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11603,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11603/django__django-11603.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.21703789999999998
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11728,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11728/django__django-11728.traj.json,1,1,28,27,1,"{""exit"": 1}",58,28,0.19272260000000002
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11734,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11734/django__django-11734.traj.json,1,1,65,64,1,"{""exit"": 1}",132,65,0.43368924999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11740,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11740/django__django-11740.traj.json,1,1,47,46,1,"{""exit"": 1}",96,47,0.2756503
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11749,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11749/django__django-11749.traj.json,1,1,35,34,1,"{""exit"": 1}",72,35,0.2079682
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11790,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11790/django__django-11790.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.27453714999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11815,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11815/django__django-11815.traj.json,1,1,48,47,1,"{""exit"": 1}",98,48,0.3300765499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11820,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11820/django__django-11820.traj.json,1,1,25,24,1,"{""exit"": 1}",52,25,0.15731494999999998
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11848,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11848/django__django-11848.traj.json,1,1,28,27,1,"{""exit"": 1}",58,28,0.21160339999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11880,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11880/django__django-11880.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.23014324999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11885,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11885/django__django-11885.traj.json,1,1,63,62,1,"{""exit"": 1}",128,63,0.5213461
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11951,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11951/django__django-11951.traj.json,1,1,42,41,1,"{""exit"": 1}",86,42,0.2814392500000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11964,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11964/django__django-11964.traj.json,1,1,81,80,1,"{""exit"": 1}",164,81,0.52428555
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-11999,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-11999/django__django-11999.traj.json,1,1,68,67,1,"{""exit"": 1}",138,68,0.42788424999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12039,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12039/django__django-12039.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.18052315000000002
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12050,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12050/django__django-12050.traj.json,1,1,37,36,1,"{""exit"": 1}",76,37,0.21330034999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12125,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12125/django__django-12125.traj.json,1,1,70,69,1,"{""exit"": 1}",142,70,0.47908504999999996
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12143,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12143/django__django-12143.traj.json,1,1,68,67,1,"{""exit"": 1}",138,68,0.34022905000000003
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12155,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12155/django__django-12155.traj.json,1,1,37,36,1,"{""exit"": 1}",76,37,0.19693125000000003
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12193,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12193/django__django-12193.traj.json,1,1,56,55,1,"{""exit"": 1}",114,56,0.3709026499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12209,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12209/django__django-12209.traj.json,1,1,55,54,1,"{""exit"": 1}",112,55,0.43260599999999994
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12262,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12262/django__django-12262.traj.json,1,1,30,29,1,"{""exit"": 1}",62,30,0.16440519999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12273,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12273/django__django-12273.traj.json,1,1,67,66,1,"{""exit"": 1}",136,67,0.48165559999999996
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12276,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12276/django__django-12276.traj.json,1,1,61,60,1,"{""exit"": 1}",124,61,0.3106215999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12304,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12304/django__django-12304.traj.json,1,1,54,53,1,"{""exit"": 1}",110,54,0.29126275000000007
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12308,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12308/django__django-12308.traj.json,1,1,53,52,1,"{""exit"": 1}",108,53,0.32896180000000014
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12325,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12325/django__django-12325.traj.json,1,1,56,55,1,"{""exit"": 1}",114,56,0.35088099999999994
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12406,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12406/django__django-12406.traj.json,1,1,57,56,1,"{""exit"": 1}",116,57,0.34494240000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12419,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12419/django__django-12419.traj.json,1,1,84,83,1,"{""exit"": 1}",170,84,0.4953166500000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12663,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12663/django__django-12663.traj.json,1,1,90,89,1,"{""exit"": 1}",182,90,0.678924
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12708,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12708/django__django-12708.traj.json,1,1,63,62,1,"{""exit"": 1}",128,63,0.39852155000000006
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12713,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12713/django__django-12713.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.23326669999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12741,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12741/django__django-12741.traj.json,1,1,57,56,1,"{""exit"": 1}",116,57,0.32291205000000006
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12754,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12754/django__django-12754.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.42839064999999993
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12774,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12774/django__django-12774.traj.json,1,1,63,62,1,"{""exit"": 1}",128,63,0.4128086
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12858,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12858/django__django-12858.traj.json,1,1,71,70,1,"{""exit"": 1}",144,71,0.42683930000000014
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-12965,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-12965/django__django-12965.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.36526645
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13012,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13012/django__django-13012.traj.json,1,1,59,58,1,"{""exit"": 1}",120,59,0.34862754999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13023,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13023/django__django-13023.traj.json,1,1,76,75,1,"{""exit"": 1}",154,76,0.47898139999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13028,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13028/django__django-13028.traj.json,1,1,60,59,1,"{""exit"": 1}",122,60,0.3333135999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13033,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13033/django__django-13033.traj.json,1,1,44,43,1,"{""exit"": 1}",90,44,0.2844737
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13089,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13089/django__django-13089.traj.json,1,1,35,34,1,"{""exit"": 1}",72,35,0.23474
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13109,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13109/django__django-13109.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.3826331000000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13112,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13112/django__django-13112.traj.json,1,1,93,92,1,"{""exit"": 1}",188,93,0.5926871499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13121,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13121/django__django-13121.traj.json,1,1,72,71,1,"{""exit"": 1}",146,72,0.4976219
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13128,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13128/django__django-13128.traj.json,1,1,51,50,1,"{""exit"": 1}",104,51,0.2693078000000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13158,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13158/django__django-13158.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.3985515
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13195,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13195/django__django-13195.traj.json,1,1,50,49,1,"{""exit"": 1}",102,50,0.3273954999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13212,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13212/django__django-13212.traj.json,1,2,51,50,1,"{""exit"": 1}",105,52,0.3187635999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13279,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13279/django__django-13279.traj.json,1,1,42,41,1,"{""exit"": 1}",86,42,0.25583805000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13297,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13297/django__django-13297.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.2699764
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13315,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13315/django__django-13315.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.38532440000000007
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13343,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13343/django__django-13343.traj.json,1,1,37,36,1,"{""exit"": 1}",76,37,0.19663390000000006
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13344,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13344/django__django-13344.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.34088675000000007
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13346,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13346/django__django-13346.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.34731709999999993
